schoolCode,schoolName,contactNumber
UP276,Barrows' Blue Bells School Civil Lines Bahraich  India,"05252-232362
"
UP277,Mount Carmel College Mahanagar  Lucknow  India,"0522-2385866
"
UP278,G.K. City Montessori School Karamchari Nagar  Izatnagar  Bareilly  India,"7055173435
"
UP279,Fatima School Bardhai Bazar  Manakpur  Gonda  India,"8765287868
"
UP280,New Public College Deputy Ganj  Neelmatha  Lucknow  India,"7851810866
"
UP281,St. Antony's Inter College Abhishekpuram  Jankivihar ColonyNear Atal Chauraha  Jankipuram ExtensionLucknow  India,"9454383463
"
UP282,City Model College B - Block  Kalpi Road (Panki)Kanpur  Kanpur Nagar  India,"09935862985
"
UP283,Sarvangin Vikas Public College Kharika  Telibagh  Lucknow  India,"0522-2472053
"
UP284,Benhur High School Mak Town  Karelabagh  Main Noorullah Road  Allahabad  India,"0532-3206281
"
UP285,Gurukul International Academy Village Chandanpura  Near Sugar Mill  Najibabad Pauri HighwayNajibabad  Bijnor  India,"01341-255052
"
UP286,St. Joseph Inter College Thakurganj  Hardoi Road  Lucknow  India,"7704908516
"
UP287,I. P. E. M. International School 112 A / 1  S. P. Marg  Civil Lines  Allahabad  India,"9335121771
"
UP288,St. John's School Ledhupur  Ashapur  Sarnath PostVaranasi  Varanasi  India,"8737045391
"
UP289,St. John's School Katsila  Post Jagdisarai  Chandauli  India,"05412-212189
"
UP290,The Woods Heritage School Allahabad Bank Crossing  Civil Lines  Jhansi  India,"0510-2471010
"
UP291,Gurucharan Kaur Public School Civil Lines Sultanpur  India,"05362-221190
"
UP292,St. Joseph Vaz' Vidyaniketan Matatila Road  Village - KhandiTalbehat  Lalitpur  India,"07459939939
"
UP293,Immaculate Conception Convent School Vineet Khand - 6  Gomtinagar  Lucknow  India,"0522-4071935
"
UP294,New Public School Devpur  Rajajipuram  Lucknow  India,"7275016256
"
UP295,B.P.S. Public School Vidhya Vihar  Near Mandi Samiti  G.T. Road  Etah  India,"9457071651
"
UP296,St. Jude's School Mohaddipur Gorakhpur  India,"0551-2202163
"
UP297,King George Inter College Rajkamal Cinema Hall Road  Peerbatawan  Barabanki  India,"8176001452
"
UP298,Vaibhav Academy Jai Nagar  Patel Nagar Extension  P.O. R.S.M. NagarIndira Nagar  Lucknow  India,"0522-2700850
"
UP299,South City Public School 1208  Basant Vihar  Naubasta  Kanpur Nagar  India,"0512-2620801
"
UP300,Sacred Heart Centenary Academy New Mechanic Nagar  Konch RoadOrai  Jalaun  India,"01562-205020
"
UP301,St. Thomas School G. T. Road  Near Mittal Petrol PumpKhatauli  Muzaffarnagar  India,"01396-275753
"
UP302,Radha Krishna Memorial Education Center 540 - A  Ratan Lal Nagar  Kanpur  Kanpur Nagar  India,"0512-2203469
"
UP303,Bal Bharatiya English School Narharpura  Lohatiya  Varanasi  Varanasi  India,"+915422214229
"
UP304,Dr. I. D. Rastogi Academy Near Sahara Estate  Jankipuram  Lucknow  India,"0522-6568507
"
UP305,St. Lawrence School Mehroni Lalitpur  India,"7571042621
"
UP306,Bhagwanti Education Centre 52  Q-block  Sharda Nagar  Near Gudev PalaceKanpur  Kanpur Nagar  India,"0512-2580443
"
UP307,Sardar Patel Public School S-4  Deen Dayal Puram  NaubastaKanpur  Kanpur Nagar  India,"0512-2602711
"
UP308,Apex Public School Knowledge Camp  Saraiya Bazar  Medical College Road  Gorakhpur  India,"09598069077
"
UP309,Casterbridge School Piprouli  Basantpur  Ballia  India,"07897330069
"
UP310,Exon Montessori School Opp. Thana Bazar Khala  Tulsi Das Marg  Lucknow  India,"9956291437
"
UP311,Senior's Radiant Academy Karmasepur  Mishrikh  Sitapur  India,"9794861555
"
UP312,Prayag Academy Prayagpuram  Near C.o.d. Colony  Koyala Nagar  By Pass RoadKanpur  Kanpur Nagar  India,"0512-2150264
"
UP313,Gurukul Academy Near Dudhwa Road  Palia KalanNA  Kheri  India,"05871-233629
"
UP314,K. C. Convent Co - Ed. School Sainik Colony  Newa Road  Allahabad  India,"09450608301
"
UP315,Greenfield Academy Chandauli  Deva RoadNA  Barabanki  India,"05248-291021
"
UP316,The Presidency Public School Adil Nagar  Kalyanpur (West)  Lucknow  India,"09415446618
"
UP317,Sai Girls Public School 130  Krishna Vihar  Jwalanagar  Rampur  India,"0595-2330987
"
UP318,St. Xavier's Convent School Vineet Khand - II  Gomti Nagar  Lucknow  India,"0522-2727273
"
UP319,St. Angeloes College Shanti Nagar  Sarojini Nagar  Lucknow  India,"08090097847
"
UP320,The Shriram Millennium School S-1  Sector 135  NOIDA  Gautam Buddha Nagar  India,"0120-3270894
"
UP321,St. Stephen's School M. G. Road  SahityanakaRamnagar  Varanasi  India,"0542-2668099
"
UP322,Vision Global School Shahpur Mandrak  Aligarh-Agra Highway  Aligarh  India,"0571-6453507
"
UP323,City Montessori School 1/07  Vardan Khand  Near Maqdoompur Police ChowkiGomti Nagar Extension  Lucknow  India,"0522-2990608
"
UP324,Silver Grove School Maheshpur  Lahartara  Near T.C.I.Varanasi  Varanasi  India,"0542-2370920
"
UP325,City Children's Academy Sarai Dayamganj  Khubariyapur RoadChhibramau  Kannauj  India,"05691-214222
"
UP326,Global Convent School Sitapur Road  Near L.r.p. ChaurahaLakhimpur  Kheri  India,"05872-262062
"
UP327,Acme Public School S-2  Jarauli Phase II  Kanpur  Kanpur Nagar  India,"8572934980
"
UP328,Sacred Heart School Saharaspali  Ballia  Ballia  India,"09889474695
"
UP329,Littlewood Public School Dhampur Road  Afzalgarh  Bijnor  India,"01343-240448
"
UP330,Starwards Public School Near Kanshiram Colony  Purani BazarTulsipur  Balrampur  India,"09415072004
"
UP331,Jumna Christian Junior High School 535  Mutthiganj Allahabad  India,"0532-2413346
"
UP332,B. G. Public School 1021  Wajid Pur  Near Siddhnath TemplejajmauKanpur  Kanpur Nagar  India,"0512-2462655
"
UP333,Mother Teresa Higher Secondary School 576  W-BlockKeshav NagarKanpur  Kanpur Nagar  India,"0512-2615377
"
UP334,St. Peter's School Chittawar Road  Kiratpur  Bijnor  India,"01341-240715
"
UP335,The  Indian  Heritage  School AkbarpurShamshabad Road  Agra  India,"8430774221
"
UP336,Karam Devi Memorial Academy World O/101Keshav Puram Kanpur  Kanpur Nagar  India,"+917860023214
"
UP337,RVS International School Ran Vijay NagarFatehpur -banda HighwayFatehpur  India,"9554956212
"
UP338,S. R. Education Centre J-6  Vishwa Bank  BarraKanpur  Kanpur Nagar  India,"0512-2683415
"
UP339,Rani Laxmi Bai Memorial School Rani Laxmi Bai Memorial School  Sector-6  Lucknow  India,"05222739904
"
UP340,Rajendra's Nosegay School Madhubani ColonyHaridwar Road  Moradabad  India,"0591-2451201
"
UP342,Siddhartha Public School Adarsh Vihar Near Buddheshwar Temple  Ring Road  Lucknow  India,"09389595934
"
UP343,Mary Jesus School 498  Daheli Sujanpur  bye pass roadKanpur  Kanpur Nagar  India,"9235462913
"
UP344,HOLY SUFFAH PUBLIC SCHOOL Hasan Pur Road  Hasanpur RoadSambhal  Moradabad  India,"05923233425
"
UP345,St. Mary's Convent School Hinauli  Pandit Deen Dayal Upadhyay NagarMughalsarai  Chandauli  India,"9235443678
"
UP346,R.K.P. Yash Public School Parashurampur  Sarnath  Varanasi  India,"0542-2220991
"
UP347,R.g. Academy 131  Durga Nagar  Opp. M.e.s. Colony  Air Force RoadKanpur  Kanpur Nagar  India,"7081030008
"
UP348,Nurture International School Near P.A.C.  Ramghat Road  Aligarh  India,"05712781858
"
UP350,St. Joseph College ,"7408714714
"
UP351,Krishna Foundation Academy Krishna ViharJarauli Phase-I Kanpur  Kanpur Nagar  India,"9369222070
"
UP352,Trinity International Public School Eldeco Udyan- 1 Lucknow  India,"9910301694
"
UP353,Nation's Pride School Asraway Kalan  Allahabad  Allahabad  India,"9118661233
"
UP354,St. Antony's School Khora  Dharam ViharGhaziabad  Ghaziabad  India,"9818391342
"
UP355,Sughar Singh Academy 305  E BlockKanpur Nagar  Kanpur Nagar  India,"0512-2422666
"
UP356,Spring Dale School VIRAJ KHAND - 2  GOMTI NAGAR  Lucknow  India,"05222998605
"
UP357,CREATHICS PUBLIC SCHOOL BEHIND RESIDENCY GARDEN  SANJAY NAGAR  ROAD  Bareilly  India,"9068555885
"
UP358,Maulana Azad Girls School Jamia Nagar  Mahipatmau  Lucknow  India,"9554766444
"
UP359,P.D. Nigam Education Center Plot No. 2  Beside Saraswati Mahila MahavidyalayKanpur  Kanpur Nagar  India,"051202217430
"
UP360,St. John's School Sabrahad Jaunpur  India,"9125681644
"
UP361,Lucknow Model Public Inter College Sector -11  Harihar NagarIndira Nagar  Lucknow  India,"05226541030
"
UP362,Sagar Nurture International School 6th K.m. Stone  Faizabad RoadNear Rasauli  Barabanki  India,"7236836666
"
UP363,St.mary's Convent School Balkishanpur  Chauraha  Haldaur P.o  Bijnor  India,"99173685366
"
UP364,Jesus And Mary Convent School HS - 12  Delta - IIIO - BlockGreater Noida  Gautam Buddha Nagar  India,"0120-2326288
"
UP365,Sun Shine Public School Awas Vikas-1  Keshav PuramKanpur Nagar  Kanpur Nagar  India,"7668771407
"
UP366,Enfant India International School Sardar Nagar  Kichhaucchha Ambedkar Nagar  India,"9936037680
"
UP367,Blooming Buds Co - Ed. School Bholeshwar  Joya RoadSambhal  Moradabad  India,"05923231443
"
UP368,St. John's Convent School Village Ganapur  Para BazarBlock Baldirai  Sultanpur  India,"05361242330
"
UP369,St. Paul's Church College Unit II  M. G. Road  Agra  India,"05626451887
"
UP370,K. K. Public School Near Gautam Buddha Park  P. A. C. Road  Khushalpur  Moradabad  India,"9837035250
"
UP371,Carver Public School Ambedkar Puram  Lodheshwar TempleKanpur  Kanpur Nagar  India,"0512-2512045
"
UP372,City Montessori School 336/51  Mansoor Nagar  Kashmiri MohallaAsharfabad  Lucknow  India,"05222653661
"
UP373,St. John's School Jail Road  Near New Tehsil Fatehpur  India,"05180298503
"
UP374,J. K. Millennium School Nh-2 Near Akbarpur Kotwali  Madwai Road Akbarpur  Kanpur Dehat  India,"7607640764
"
UP375,Seemax International School Sector-A  Kalindi Vihar  Rambagh  Agra  India,"05626542773
"
UP376,Pragyan Public School Triloki Dham  Jungle Nakha No.-1  Gorakhpur  India,"9018990910
"
UP377,The Ansy School Bhuhera  safedabad  Nawabganj  Barabanki  India,"+917388700138
"
UP378,Christu Jyothi Academy Sarai Shah Mohd.  Saraiya  Gt Road  Kannauj  India,"9336620489
"
UP379,Cambridge High School 15/202 B  Civil LinesKanpur  Kanpur Nagar  India,"2303152
"
UP380,Gyan Ganga Public School Dandupur  Christ NagarVaranasi  Varanasi  India,"9415373870
"
UP381,St. Joseph International School Sector-C  Pocket-2  Sushant Golf City  Lucknow  India,"8601996611
"
UP382,Pioneer Montessori School Jankipuram  Sector-ISitapur Road Scheme  Lucknow  India,"0522-4331133
"
UP383,Delhi Public International School Mustafabad Road Firozabad  India,"05676297501
"
UP384,St. Teresas Day School Khasara 649  DharampurKhera Road  Itaunja  Lucknow  India,"+919839155552
"
UP385,St. Pushpa Senior Secondary School Dhada  Sukrauli  Kushinagar  India,"7068389003
"
UP386,St. George's School Unit II Bagh Muzaffar Khan Agra  India,
UP387,St. Patrick's Academy Delhi-Meerut Bypass  Village-Dungrawali  Meerut  India,"01212440060
"
UP388,St. John's High School Chakia Road  Niyamtabad  Mughalsarai  Chandauli  India,"6394654770
"
UP389,National Public School Sagra  City Road  Pratapgarh  India,
UP390,Lucknow Model Public School Faridipur ( Bhuhar)DubaggaTehsil - Sadar  Lucknow  India,"9335905250
"
UP391,Yashmay Public School Uttraula Road  Gonda  Gonda  India,"05262-228811
"
UP392,Subhash Smarak Public School Saket Nagar  Kanpur Nagar  Kanpur Nagar  India,
UP393,Srinivasa Ramanujan Public School 31 Mahatma Gandhi Marg  Civil Lines  Allahabad  India,"7753022226
"
UP394,T M P S International School Mehrudih  Malak Harhar  Allahabad  India,"05322545763
"
UP395,All Bright Global School Jaruli Phase II  Kanpur Nagar  Kanpur Nagar  India,
UP396,Sweet Angels International School Plot No. 272/1  Near Double Storey ColonyKanpur Nagar  Kanpur Nagar  India,"05122320031
"
UP397,Manav Sthali Public School Sohnag Road  Salempur  Deoria  India,"09415212713
"
UP398,M G Convent School SectorP  Mansarovar  Yojna  NEAR BHIMRAO AMBEDKAR UNIVERSITY  Lucknow  India,
UP399,St. John's School U P S I D C  Jalesar Road  Firozabad  India,"7505166099
"
UP400,Gayatri Vidya Pragya Peeth Villege- Belashpur  Post- Uruwa Bazar  Gorakhpur  India,"8576910967
"
UP401,Infant Public School Ambarpur Road  Rura  Kanpur Dehat  India,"9935259902
"
UP402,Kamad Shining Stars Academy Inter College D-856 World Bank Barra  Gambhirpur SouthKanpur Nagar  Kanpur Nagar  India,"9235196970
"
UP403,St. Mary's School Fatehulla Nagar  Afzalgarh  Bijnor  India,
UP404,Seth Anandram Jaipuria School Alambagh Campus  Sarosa  Near Shakuntala Mishra University  Lucknow  India,
UP405,St. Mary's Convent School Tadvanva Ghazipur  India,
UP406,St. Francis School Sector-4 Gomti Nagar Extension Lucknow  India,
UP407,Islamic Mission School Green Fort City  Near Amu Fort  Aligarh  India,"7417914164
"
UP408,St. Francis School Baraut  Bijrol RoadBaraut  Bagpat  India,
UP409,St Joseph College Malihabad (Mujasa)  Lucknow-Hardoi Highway  Lucknow  India,
UP410,Shivaji Global Academy Fattepur  NaurangaKanpur Nagar  Kanpur Nagar  India,"8881187777
"
UP411,Sai International School Pura Pandey  Jafarpur  Azamgarh  India,
UP412,Rani Laxmi Bai Memorial School C-block  Indira Nagar  Lucknow  India,
UP413,D B S Montessori School Plot No -108  Picknic Spot Road  Lucknow  India,
UP414,Platinum International Academy N H  34  Kiratpur - Najibabad Road  Bijnor  India,
UP415,Scholars Public School Village + Post - Dhanapur Chandauli  India,
UP416,Kids Delhi Public School K Block  Kidwai NagarKanpur  Kanpur Nagar  India,"+917408848484
"
UP417,The Hamilton Academy PLOT NO.1  GOKUL GRAM  BIBI KHERA  AWAS VIKAS YOJANA - II  Lucknow  India,
UP420,Holy Family Convent School Amanullapur  Sahanpur  Bijnor  India,
UP426,City Convent School Plot No.2105Near Kanshi Ram Awasiya Yojana  Lucknow  India,
UP427,Central Academy Vikas Nagar  Bargadwa India,"05512261000
"
UP430,Shri Tirupati Balaji Matri Shri Public Vidyalay Gandhi Bazar  Suvansha  Pratapgarh  India,
UP432,Adam & Eve's School Peerzada RoadGalshaheed India,
UP433,Divyansh International Public School Goppur  KatharVaranasi  Varanasi  India,
UP434,Ajay Memorial Public School Banki Road  Bharua Sumerpur  Hamirpur  India,
UP435,Saint Martins Academy Jagatkheda  Kalli Paschim  Raibareilly Road  Lucknow  India,
UP436,Pioneer Montessori School Sector - 1  Vikas Nagar  Lucknow  India,
UP437,Sacred Heart School Naimishpuram  Naipalapur  Sitapur  India,"7379304074
"
UP438,Holy Angels School Shalimar Garden Ext. 2  B-1120  Sahibabad P. O.Ghaziabad  Ghaziabad  India,"8130201178
"
UP439,Sir Syed Public School Plot No. 129-c/2 Jajmau  Kanpur  Kanpur Nagar  India,
UP440,St. Joseph's Girls' College 465 Mumfordganj Allahabad  India,
UP441,Bishop Hartmann Academy HartmannganjP OPhaphamauAllahabad  India,
UP442,Mamta Modern Inter College B -block Rajajipuram Lucknow  India,
UP443,Green Field Vidyalaya Tedwa Cilula  Nepalapur Lakhimpur Road  Sitapur  India,"7905981070
"
UP444,Parma Academy Parikrama Marg  Halkaraka Purva  Faizabad  India,
UT001,Col. Brown Cambridge School 5  Kasturba Road  P.O. Box No. 31Dehra Dun  Dehradun  India,"0135-2655233
"
UT002,Cambrian Hall 13  Young Road  Dehra Dun Cantt.  Dehradun  India,"0135-2753589
"
UT003,Convent Of Jesus & Mary High School 16  Convent Road  Dehra Dun  Dehradun  India,"0135-2651390
"
UT004,The Doon School Chand Bagh  Post Box No. 36  Cantonment  Mall RoadDehra Dun  Dehradun  India,"0135-2526401
"
UT005,Guru Nanak Academy Raipur Road  Near Deal OfficeDehra Dun  Dehradun  India,"0135-2787235
"
UT006,St. Joseph's Academy 12  Rajpur Road  Dehra Dun  Dehradun  India,"0135-2712071
"
UT007,St. Thomas' College 2  Cross Road  Dehra Dun  Dehradun  India,"0135-2654374
"
UT008,Welham Girls' School 19  Municipal Road  Dalanwala  Dehradun  India,"0135-2654293
"
UT010,Moravian Institute Zhan-phan-ling  Rajpur  Dehradun  India,"0135-2734358
"
UT011,Raja Ram Mohan Roy Academy Clement Town  Clement Town  Dehradun  India,"0135-2640544
"
UT012,Marshall School 40  East Canal Road  Dehra Dun  Dehradun  India,"0135-2658048
"
UT013,Doon Cambridge School 20 E  Race Course  Dehra Dun  Dehradun  India,"0135-2635646
"
UT014,The Heritage School 14 / 6  New Road  Dehra Dun  Dehradun  India,"0135-2656155
"
UT015,Constancia  School P. O. Majra  Saharanpur Road  Dehradun  India,"0135-2640177
"
UT016,Carman Res. & Day School 24  Nehru Road  Dalanwala  Dehradun  India,"9897937879
"
UT017,Brightlands School 1  Dick Road  Dalanwala  Dehradun  India,"0135-2656157
"
UT018,St. George's College P. O. Barlowganj  Mussoorie  Dehradun  India,"0135-2632591
"
UT019,Hilton's School Bright Land'S Estate  P.O. MajraDehra Dun  Dehradun  India,"0135-2640240
"
UT020,Carman Res. & Day School Shyampur  Prem Nagar  Dehradun  India,"0135-2773381
"
UT021,St. Joseph's Convent School Kotdwara  Kotdwara  Pauri Garhwal  India,"01382-222410
"
UT022,Guru Nanak Fifth Centenary School Vincent Hill  Mussoorie  Dehradun  India,"0135-2631621
"
UT023,Mussoorie Public School Pratap Bhawan  The Mall  Mussoorie  Dehradun  India,"0135-2633529
"
UT024,Wynberg Allen School Henry Allen Road  Bala HissarMussoorie  Dehradun  India,"0135-2632439
"
UT026,Mussoorie International School Srinagar Estate  Polo GroundMussoorie  Dehradun  India,"0135-2632370
"
UT027,All Saints College 00  Tallital  Nainital  India,"05942-235121
"
UT028,Sherwood College Nainital Nainital  India,"05942-236361
"
UT029,St. Joseph's College Nainital Nainital  India,"05942235037
"
UT030,St. Mary's Convent College Ramnee Park  Ramnee Park  Nainital  India,"05942-235364
"
UT031,St. Thomas Convent School _  Pauri  Pauri Garhwal  India,"8650484562
"
UT032,Modern School Jiwani Mai Road  Rishikesh  Dehradun  India,"0135-2430187
"
UT033,S. D. A. Inter College ,"01332-297522
"
UT034,St. John's Senior Secondary School 46  Civil Lines  Roorkee  Haridwar  India,"01332-276301
"
UT035,Masseeh Dilasa School Tiloth  Uttarkashi  Tehri Garhwal  India,"01374-222279
"
UT036,Omkarananda Saraswati Nilayam Muni-ki-reti  Kailash Gate  Rishikesh  Tehri Garhwal  India,"7457003917
"
UT037,Oxford School Of Excellence 5  Municipal Road  Dehra Dun  Dehradun  India,"8218347147
"
UT038,Pine Hall School 28  Rajpur Road  Dehra Dun  Dehradun  India,"0135-2742232
"
UT039,St. Theresa's School .  Srinagar Garhwal  Pauri Garhwal  India,"01346252272
"
UT041,Maa Anandmayee Memorial School P.o. Raiwala  Raiwala  Dehradun  India,"0135-2484645
"
UT042,Swami Hariharanand Public School Gandhi Road  Kankhal  Haridwar  India,"01334-246813
"
UT043,All Saints Convent School .  New Tehri  Tehri Garhwal  India,"9410386481
"
UT044,Touch Wood School Village Danda Nooriwala  P.o. Gujrada  Sahastradhara RoadDehra Dun  Dehradun  India,"0135-2607359
"
UT045,Summer Valley School 18  Teg Bahadur Road  Dehra Dun  Dehradun  India,"0135-2673383
"
UT046,Ashok Hall Girls' Residential School P.o. Majkhali Almora  India,"05966-240449
"
UT047,Jyoti Vidyalaya Badrinath Road  JoshinathJoshimath  Chamoli  India,"01389-222220
"
UT048,Seven Oaks School 332  Garhi Cantt.  Dehra Dun  Dehradun  India,"0135-2750882
"
UT049,North Point Children Academy 50  Tapkeshwar Road  GarhiDehra Dun Cantt.  Dehradun  India,"0135-2559577
"
UT050,Ann Mary School General Mahadeo Singh Road  Dehra Dun  Dehradun  India,"0135-2762923
"
UT051,The Indian Cambridge School 12  Chander Road  Dalanwala  Dalanwala  Dehradun  India,"0135-2654145
"
UT053,Rishikesh Public School Haridwar Road  Rishikesh  Dehradun  India,"0135-2430819
"
UT054,Doon Presidency School 2 - B  Premnagar  Dehra Dun  Dehradun  India,"0135-2771324
"
UT055,Doon Public School Bhaniyawala  Dehradun - Rishikesh Road  Dehradun  India,"0135-2412986
"
UT056,St. Jude's School West Canal Road  P.o. MajraDehra Dun  Dehradun  India,"0135-2640930
"
UT057,Shiwalik International School 28 / 32  Saharanpur Road Dehradun  India,"0135-2722365
"
UT058,Brooklyn School 3/1  Curzon Road  Dalanwala  Dehradun  India,"0135-2651805
"
UT059,Koormanchal Academy Pokhar Khali  Almora  India,"05962-233038
"
UT060,Mount Sinai SchoolRam Nagar  Nainital  India,"05947-251829
"
UT061,Doon Cambridge School E40 -41  Industrial Area  Haridwar  India,"07520557941
"
UT062,Hopetown Girls' School Rajawala Road (off Chakrata Road)  19th Milestone  Dehradun  India,"01352698022-23
"
UT063,Convent Of Jesus And Mary Hamption Court  Mussoorie  Dehradun  India,"0135-2632530
"
UT066,Doon Blossoms School No. 7  Uggar Road  DalanwalaDehra Dun  Dehradun  India,"0135-2655496
"
UT068,Presidency International School Haridwar Road  P.O. BhaniyawalaDehra Dun  Dehradun  India,"8859005552
"
UT070,Lovedale Academy Turner Road  Clement Town  Dehradun  India,"0135-2640661
"
UT072,The Aryan School Mussoorie Diversion Road  Malsi  Dehradun  India,"0135-2733657
"
UT073,St. Xavier's School Mauza Dhoran Khas  Shashastradhara RoadP.O. Gujrada  Dehradun  India,"0135-2608802
"
UT074,Mother Land Academy Shibbunagar Near Devi Temple  Devi Road  Kotdwara  Pauri Garhwal  India,"01382-222163
"
UT075,Sandal Wood School Kargi Grant  Banjarawala Road  Dehradun  India,"9319994480
"
UT076,St. Andrew's Public SchoolBhowali  Nainital  India,"05942-220239
"
UT077,The Mussoorie Girls & Boys School Camel'S Back Road  Mussoorie  Dehradun  India,"0135-2632416
"
UT078,Kay Cee Public School Shashi Vihar  Govind Garh  Dehradun  India,"0135-2530841
"
UT079,Shigally Hill International Academy Doon Valley  Shigally EstateP.O. Box No. 239  Dehradun  India,"0135-2108047
"
UT080,Sunrise Academy Opp. Deal  Raipur Road  Dehradun  India,"0135-2788059
"
UT081,Agape Mission School Gumaniwala  By-Pass Road  ShyampurRishikesh  Dehradun  India,"0135-2452515
"
UT084,Flower Dale School 53 - A  Tapkeshwar Road  Garhi Cantt.  Dehradun  India,"0135-2552639
"
UT085,Hill Bird School Barlowganj  Mussoorie  Dehradun  India,"0135-2631798
"
UT086,Carmel School Chamba  Chamba  Tehri Garhwal  India,"01376-255155
"
UT087,Doon Valley Public School Village Johri  P.O. SinolaDehra Dun  Dehradun  India,"0135-2735984
"
UT088,Mount Fort Academy .indira Nagar Dehradun  India,"0135-2763427
"
UT089,The Motessori School 14  Street No. 1  Rajendra NagarDehra Dun  Dehradun  India,"0135-2757168
"
UT091,The Himalayan Public School Kargi Grant  Chander Vihar  By Pass RoadDehra Dun  Dehradun  India,"0135-2720362
"
UT092,Sanskar International School Badripur  Haridwar RoadDehra Dun  Dehradun  India,"0135-6543714
"
UT093,Unison World School Kirsali Greens  Mussoorie Diversion RoadDehra Dun  Dehradun  India,"0135-7113004
"
UT095,Maria School Kishenpur  Jaspur P.o.  Udham Singh Nagar  India,"05947-220187
"
UT096,Dehradun Public School Village Kandoli  P.O. Bidholi  Via PremnagarDehra Dun  Dehradun  India,"9837240336
"
UT097,Mount Carmel Christian Academy Bagardhar  Narendra Nagar  Tehri Garhwal  India,"01378-223600
"
UT098,H I M Christian Academy Matli  Uttarkashi  Uttarkashi  India,"01374-235235
"
UT099,St. Mary's School Bara Khera  Balram Nagar  Gadarpur P.o.Gadarpur  Udham Singh Nagar  India,"7467012644
"
UT101,New Doon Blossoms School Chak Danda  Lakhond  Dehradun  India,"08881212703
"
UT102,Mount Carmel School Dudhpokhra P.O.  Kaflang  Champawat  India,"6396297044
"
UT103,Dr. D.c. Budakoti Vidyatri Public School Vill. Grastanganj  P.O. KumbhichaurKotdwara  Pauri Garhwal  India,"+919897731096
"
UT104,St. Tara Academy Miyanwala Chowk  Haridwar Road  Dehradun  India,"0135-2688346
"
UT105,Dehradun World School Bagicha Road  Nathuawala  Dehradun  India,"7579063656
"
UT106,Shri Ram Centennial School Village Sherpur  Shimla Bye Pass Road Dehradun  India,"0135-3954555
"
UT107,Mount Sinai School Kachnalgazi Udham Singh Nagar  India,"05947260995
"
UT108,Mary Mata School Chinyalisaur.p.o  Uttarkashi (Dt) Uttarkhand  Uttarkashi (Dt)Uttarkashi  Uttarkashi  India,"9456118504
"
UT109,Doon Hempton School Rajiv Juyal Road (niranjanpur)  Majra Dehradun  Dehradun  India,"01352621523
"
UT110,All Saints' School Bhagirathipuram  Tehri - Garhwal Dist.  Tehri Garhwal  India,"01376-236644
"
UT111,Hillview International School 121 Society Area  Post Office RoadClement TownDehradun  India,
UT112,Christ Academy Christ Nagar  Kothiyalsen Chamoli  India,"01372262382
"
UT113,Shishya Public School Kheri Village  Atak Farm  Selaqui  Dehradun  India,"7535802006
"
UT114,Khrist Jyoti Academy Village Challang  P.O. Kulhan  Sahastradhara Road  Dehradun  India,"7302716764
"
UT115,Greenwood Hills School Village Daurwala  Dehradun Dudli Marg  Dehradun  India,
UT116,Sanjo School Kilkileshwar  Thapli Chauras  Tehri Garhwal  India,"01370267012
"
UT117,St. Patrick's Academy Post Office Road  P.o. Clement Town  Dehradun  India,"01352643500
"
UT118,Modern School Dhalwala  Near MIT  Tehri Garhwal  India,"0135-2430187
"
UT119,Shanti Vallabh Memorial Inter College Manpur Pauri Garhwal  India,"01382223320
"
UT120,The Oberai School Of Integrated Studies Sports CityNew Raipur-thano Airport Expressway.  Dehradun  India,"0135-2789104
"
UT121,The Green Valley Public School Shahid Krishna Bahadur Thapa Marg  Selaqui  Dehradun  India,
UT122,Sacred Heart School  Gholtir  Nagrasu Rudraprayag  India,
UT123,Prakriti Valley School East Hope Town  Vikas Khand- Sahaspur (jhajra)  Tehsil- Vikas Nagar  Dehradun  India,
UT124,The Indian Academy Nauti Road  MaziyadaIda Badhani  Chamoli  India,"8923670221
"
UT125,Holy Angel School Vpo Gaindikhata Haridwar  India,
WB001,Loreto Convent G.t. Road  Asansol  Purba Bardhaman  India,"0341-2281099
"
WB002,St. Vincent's High &technical School Hill View Park  Asansol  Purba Bardhaman  India,"0341-2282310
"
WB003,St. Patrick's Higher Secondary School G.t. Road  Asansol  Purba Bardhaman  India,"9635162999
"
WB004,Assembly Of God Church School G.t. Road (west)  Asansol  Purba Bardhaman  India,"0341-2253603
"
WB005,Mary Immaculate SchoolBerhampore  Murshidabad  India,"03482-256474
"
WB006,St. Xavier's School P. O. Sripalli Purba Bardhaman  India,"0342-2644882
"
WB007,Auxilium Convent School Hooghly P.o.  Bandel  Hooghly  India,"033-26312460
"
WB008,Assembly Of God Church School 125 / 1  Park Street  Kolkata  NA  India,"033-22298288
"
WB009,Auxilium Convent School 10  P.k. Guha Road  Dum DumKolkata  NA  India,"033-25904291
"
WB010,Calcutta Boys' School 72  Surendra Nath Banerjee Road  Kolkata  NA  India,"033-22651531
"
WB011,Calcutta Girls' High School 118  Princep Street  Kolkata  NA  India,"033-22151540
"
WB012,Our Lady Queen Of The Missions School 34  Syed Amir Ali Avenue  Park CircusKolkata  NA  India,"033-22908196
"
WB013,Don Bosco School 23  Darga Road  Park CircusKolkata  NA  India,"033-22879202
"
WB014,Elias Meyer F.S. & T.T. 50  Bepin Bihary Ganguly Street  Kolkata  NA  India,"033-40088036
"
